Incident Date,Park Name,"Cause of Death Group 
(Used in the NPS Mortality Dashboard) ",Sex,Activity,age_range_clean,age_min,age_max,age_mid,parkCode,fullName_official,Intent_norm,Cause_norm,Month,Year,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName
2016-11-14,Cape Hatteras National Seashore,Drowning,Male,Vessel Related,45-54,45.0,54.0,49.5,CAHA,Cape Hatteras National Seashore,unintentional,drowning,11,2016,3990.0,130408.0,CAHA,Cape Hatteras NS
2016-11-15,Cuyahoga Valley National Park,Suicide,Male,Suicide,65+,65.0,,,CUVA,Cuyahoga Valley National Park,intentional,suicide,11,2016,0.0,149398.0,CUVA,Cuyahoga Valley NP
2016-11-18,Bighorn Canyon National Recreation Area,Undetermined,Not Reported,Not Reported,Unknown,,,,BICA,Bighorn Canyon National Recreation Area,undetermined,undetermined,11,2016,225.0,9201.0,BICA,Bighorn Canyon NRA
2016-11-22,Clara Barton National Historic Site,Motor Vehicle Crash,Male,Driving,55-64,55.0,64.0,59.5,CLBA,Clara Barton National Historic Site,unintentional,motor vehicle crash,11,2016,0.0,0.0,CLBA,Clara Barton NHS
2016-11-22,National Mall & Memorial Parks,Suicide,Male,Suicide,35-44,35.0,44.0,39.5,NAMA,,intentional,suicide,11,2016,,,,
2016-11-23,Rock Creek Park,Suicide,Female,Suicide,Unknown,,,,ROCR,Rock Creek Park,intentional,suicide,11,2016,1019036.0,162968.0,ROCR,Rock Creek Park
2016-11-23,Fort Vancouver National Historic Site,Undetermined,Female,Not Reported,15-24,15.0,24.0,19.5,FOVA,Fort Vancouver National Historic Site,undetermined,undetermined,11,2016,0.0,67575.0,FOVA,Fort Vancouver NHS
2016-11-25,Sequoia & Kings Canyon National Parks,Fall,Male,Hiking,35-44,35.0,44.0,39.5,SEKI,Sequoia & Kings Canyon National Parks,unintentional,fall,11,2016,,,,
2016-11-26,Lake Mead National Recreation Area,Other,Male,Sleeping,0-14,0.0,14.0,7.0,LAKE,Lake Mead National Recreation Area,unintentional,asphyxiation,11,2016,18466.0,509132.0,LAKE,Lake Mead NRA
2016-11-26,Colonial National Historical Park,Suicide,Male,Suicide,15-24,15.0,24.0,19.5,COLO,Colonial National Historical Park,intentional,suicide,11,2016,213695.0,195346.0,COLO,Colonial NHP
2016-11-29,Great Smoky Mountains National Park,Suicide,Male,Suicide,65+,65.0,,,GRSM,Great Smoky Mountains National Park,intentional,suicide,11,2016,1081022.0,810894.0,GRSM,Great Smoky Mountains NP
2016-12-01,Clara Barton National Historic Site,Motor Vehicle Crash,Female,Driving,15-24,15.0,24.0,19.5,CLBA,Clara Barton National Historic Site,unintentional,motor vehicle crash,12,2016,0.0,0.0,CLBA,Clara Barton NHS
2016-12-01,Grand Canyon National Park,Suicide,Male,Suicide,45-54,45.0,54.0,49.5,GRCA,Grand Canyon National Park,intentional,suicide,12,2016,1606.0,296873.0,GRCA,Grand Canyon NP
2016-12-03,Virgin Islands National Park,Medical - During physical activity,Male,Swimming,55-64,55.0,64.0,59.5,VIIS,Virgin Islands National Park,medical,medical - during physical activity,12,2016,18616.0,46683.0,VIIS,Virgin Islands NP
2016-12-06,Virgin Islands National Park,Drowning,Female,Snorkeling,65+,65.0,,,VIIS,Virgin Islands National Park,unintentional,drowning,12,2016,18616.0,46683.0,VIIS,Virgin Islands NP
2016-12-12,Delaware Water Gap National Recreation Area,Poisoning,Male,Other,Unknown,,,,DEWA,Delaware Water Gap National Recreation Area,unintentional,poisoning - drugs,12,2016,4500.0,200768.0,DEWA,Delaware Water Gap NRA
2016-12-12,Acadia National Park,Suicide,Male,Suicide,25-34,25.0,34.0,29.5,ACAD,Acadia National Park,intentional,suicide,12,2016,600.0,14111.0,ACAD,Acadia NP
2016-12-12,Grand Canyon National Park,Undetermined,Female,Not Reported,45-54,45.0,54.0,49.5,GRCA,Grand Canyon National Park,undetermined,undetermined,12,2016,1606.0,296873.0,GRCA,Grand Canyon NP
2016-12-15,Redwood National And State Parks,Suicide,Male,Suicide,55-64,55.0,64.0,59.5,REDW,,intentional,suicide,12,2016,0.0,23384.0,REDW,Redwood NP
2016-12-18,Glen Canyon National Recreation Area,Undetermined,Male,Not Reported,55-64,55.0,64.0,59.5,GLCA,Glen Canyon National Recreation Area,undetermined,undetermined,12,2016,950.0,29168.0,GLCA,Glen Canyon NRA
2016-12-20,Rock Creek Park,Suicide,Male,Suicide,Unknown,,,,ROCR,Rock Creek Park,intentional,suicide,12,2016,1050032.0,118020.0,ROCR,Rock Creek Park
2016-12-22,Harpers Ferry National Historical Park,Suicide,Male,Suicide,55-64,55.0,64.0,59.5,HAFE,Harpers Ferry National Historical Park,intentional,suicide,12,2016,0.0,7911.0,HAFE,Harpers Ferry NHP
2016-12-22,Golden Gate National Recreation Area,Suicide,Female,Suicide,35-44,35.0,44.0,39.5,GOGA,Golden Gate National Recreation Area,intentional,suicide,12,2016,0.0,1227180.0,GOGA,Golden Gate NRA
2016-12-24,Grand Canyon National Park,Medical - Not during physical activity,Male,Other,65+,65.0,,,GRCA,Grand Canyon National Park,medical,medical - not during physical activity,12,2016,1606.0,296873.0,GRCA,Grand Canyon NP
2016-12-24,Little River Canyon National Preserve,Suicide,Male,Suicide,25-34,25.0,34.0,29.5,LIRI,Little River Canyon National Preserve,intentional,suicide,12,2016,0.0,12554.0,LIRI,Little River Canyon NPRES
2016-12-26,Great Smoky Mountains National Park,Other Transportation,Male,Flying,0-14,0.0,14.0,7.0,GRSM,Great Smoky Mountains National Park,unintentional,aircraft incident,12,2016,213365.0,468721.0,GRSM,Great Smoky Mountains NP
2016-12-26,Great Smoky Mountains National Park,Other Transportation,Male,Flying,35-44,35.0,44.0,39.5,GRSM,Great Smoky Mountains National Park,unintentional,aircraft incident,12,2016,213365.0,468721.0,GRSM,Great Smoky Mountains NP
2016-12-26,Great Smoky Mountains National Park,Other Transportation,Female,Flying,35-44,35.0,44.0,39.5,GRSM,Great Smoky Mountains National Park,unintentional,aircraft incident,12,2016,213365.0,468721.0,GRSM,Great Smoky Mountains NP
2017-01-01,Olympic National Park,Motor Vehicle Crash,Male,Driving,0-14,0.0,14.0,7.0,OLYM,Olympic National Park,unintentional,motor vehicle crash,1,2017,41975.0,96056.0,OLYM,Olympic NP
2017-01-02,Organ Pipe Cactus National Monument,Undetermined,Male,Illegal Activity,25-34,25.0,34.0,29.5,ORPI,Organ Pipe Cactus National Monument,undetermined,undetermined,1,2017,98097.0,24958.0,ORPI,Organ Pipe Cactus NM
2017-01-03,Organ Pipe Cactus National Monument,Undetermined,Male,Illegal Activity,Unknown,,,,ORPI,Organ Pipe Cactus National Monument,undetermined,undetermined,1,2017,98097.0,24958.0,ORPI,Organ Pipe Cactus NM
2017-01-05,Glacier National Park,Environmental,Male,Skiing,35-44,35.0,44.0,39.5,GLAC,Glacier National Park,unintentional,avalanche,1,2017,16.0,14690.0,GLAC,Glacier NP
2017-01-06,Yosemite National Park,Fall,Male,Hiking,15-24,15.0,24.0,19.5,YOSE,Yosemite National Park,unintentional,fall,1,2017,4899.0,120025.0,YOSE,Yosemite NP
2017-01-07,Olympic National Park,Medical - During physical activity,Not Reported,Playing Sports,Unknown,,,,OLYM,Olympic National Park,medical,medical - during physical activity,1,2017,41975.0,96056.0,OLYM,Olympic NP
2017-01-08,Zion National Park,Medical - Not during physical activity,Female,Sleeping,55-64,55.0,64.0,59.5,ZION,Zion National Park,medical,medical - not during physical activity,1,2017,1860.0,88561.0,ZION,Zion NP
2017-01-09,North Cascades National Park,Suicide,Female,Suicide,15-24,15.0,24.0,19.5,NOCA,North Cascades National Park,intentional,suicide,1,2017,0.0,37.0,NOCA,North Cascades NP
2017-01-15,Little River Canyon National Preserve,Suicide,Male,Suicide,25-34,25.0,34.0,29.5,LIRI,Little River Canyon National Preserve,intentional,suicide,1,2017,0.0,9718.0,LIRI,Little River Canyon NPRES
2017-01-18,Lake Mead National Recreation Area,Undetermined,Male,Not Reported,25-34,25.0,34.0,29.5,LAKE,Lake Mead National Recreation Area,undetermined,undetermined,1,2017,18216.0,502237.0,LAKE,Lake Mead NRA
2017-01-19,Natchez Trace Parkway,Suicide,Male,Suicide,25-34,25.0,34.0,29.5,NATR,Natchez Trace Parkway,intentional,suicide,1,2017,713755.0,451904.0,NATR,Natchez Trace PKWY
2017-01-21,Cape Hatteras National Seashore,Drowning,Male,Swimming,25-34,25.0,34.0,29.5,CAHA,Cape Hatteras National Seashore,unintentional,drowning,1,2017,2385.0,60060.0,CAHA,Cape Hatteras NS
2017-01-21,Hawaii Volcanoes National Park,Motor Vehicle Crash,Male,Driving,65+,65.0,,,HAVO,,unintentional,motor vehicle crash,1,2017,145354.0,197836.0,HAVO,Hawaii Volcanoes NP
2017-01-23,Everglades National Park,Suicide,Male,Suicide,15-24,15.0,24.0,19.5,EVER,Everglades National Park,intentional,suicide,1,2017,474.0,194200.0,EVER,Everglades NP
2017-01-24,George Washington Memorial Parkway,Environmental,Male,Not Reported,25-34,25.0,34.0,29.5,GWMP,George Washington Memorial Parkway,unintentional,hypothermia,1,2017,2834215.0,323485.0,GWMP,George Washington MEM PKWY
2017-01-25,San Antonio Missions National Historical Park,Other Transportation,Male,Flying,25-34,25.0,34.0,29.5,SAAN,San Antonio Missions National Historical Park,unintentional,aircraft incident,1,2017,0.0,95001.0,SAAN,San Antonio Missions NHP
2017-01-25,Lake Mead National Recreation Area,Medical - Not during physical activity,Male,Other,65+,65.0,,,LAKE,Lake Mead National Recreation Area,medical,medical - not during physical activity,1,2017,18216.0,502237.0,LAKE,Lake Mead NRA
2017-01-26,Jean Lafitte National Historical Park & Preserve,Suicide,Male,Suicide,15-24,15.0,24.0,19.5,JELA,,intentional,suicide,1,2017,15000.0,34867.0,JELA,Jean Lafitte NHP & PRES
2017-01-26,Chickamauga & Chattanooga National Military Park,Suicide,Male,Suicide,55-64,55.0,64.0,59.5,CHCH,Chickamauga & Chattanooga National Military Park,intentional,suicide,1,2017,165970.0,64100.0,CHCH,Chickamauga & Chattanooga NMP
2017-01-26,Gulf Islands National Seashore,Suicide,Male,Suicide,15-24,15.0,24.0,19.5,GUIS,Gulf Islands National Seashore,intentional,suicide,1,2017,8317.0,276175.0,GUIS,Gulf Islands NS
2017-01-27,National Mall & Memorial Parks,Environmental,Male,Sleeping,Unknown,,,,NAMA,,unintentional,hypothermia,1,2017,,,,
2017-01-28,Grand Canyon National Park,Fall,Male,Climbing,15-24,15.0,24.0,19.5,GRCA,Grand Canyon National Park,unintentional,fall,1,2017,1322.0,217102.0,GRCA,Grand Canyon NP
2017-01-31,Virgin Islands National Park,Drowning,Male,Snorkeling,15-24,15.0,24.0,19.5,VIIS,Virgin Islands National Park,unintentional,drowning,1,2017,22641.0,43527.0,VIIS,Virgin Islands NP
2017-02-04,Lake Mead National Recreation Area,Medical - Unknown,Male,Not Reported,45-54,45.0,54.0,49.5,LAKE,Lake Mead National Recreation Area,medical,medical - unknown,2,2017,17178.0,473634.0,LAKE,Lake Mead NRA
2017-02-05,Natchez Trace Parkway,Motor Vehicle Crash,Male,Driving,65+,65.0,,,NATR,Natchez Trace Parkway,unintentional,motor vehicle crash,2,2017,742830.0,488458.0,NATR,Natchez Trace PKWY
2017-02-05,George Washington Memorial Parkway,Suicide,Male,Suicide,15-24,15.0,24.0,19.5,GWMP,George Washington Memorial Parkway,intentional,suicide,2,2017,2962616.0,339520.0,GWMP,George Washington MEM PKWY
2017-02-05,Saint Croix National Scenic Riverway,Suicide,Male,Suicide,45-54,45.0,54.0,49.5,SACN,Saint Croix National Scenic Riverway,intentional,suicide,2,2017,0.0,151.0,SACN,Saint Croix NSR
2017-02-06,Great Falls Park,Suicide,Female,Suicide,55-64,55.0,64.0,59.5,GRFA,Great Falls Park,intentional,suicide,2,2017,,,,
2017-02-10,Golden Gate National Recreation Area,Medical - Not during physical activity,Male,Not Reported,55-64,55.0,64.0,59.5,GOGA,Golden Gate National Recreation Area,medical,medical - not during physical activity,2,2017,0.0,1136411.0,GOGA,Golden Gate NRA
2017-02-12,New River Gorge National River,Suicide,Male,Suicide,45-54,45.0,54.0,49.5,NERI,,intentional,suicide,2,2017,200.0,35676.0,NERI,New River Gorge NP & PRES
2017-02-14,Gateway National Recreation Area,Undetermined,Male,Not Reported,25-34,25.0,34.0,29.5,GATE,Gateway National Recreation Area,undetermined,undetermined,2,2017,91841.0,558282.0,GATE,Gateway NRA
2017-02-15,Grand Teton National Park,Other Transportation,Male,Skiing,25-34,25.0,34.0,29.5,GRTE,Grand Teton National Park,unintentional,skiing incident,2,2017,111004.0,44397.0,GRTE,Grand Teton NP
2017-02-15,Rock Creek Park,Medical - During physical activity,Female,Playing Sports,55-64,55.0,64.0,59.5,ROCR,Rock Creek Park,medical,medical - during physical activity,2,2017,950186.0,134250.0,ROCR,Rock Creek Park
2017-02-15,Natchez Trace Parkway,Medical - During physical activity,Male,Playing Sports,45-54,45.0,54.0,49.5,NATR,Natchez Trace Parkway,medical,medical - during physical activity,2,2017,742830.0,488458.0,NATR,Natchez Trace PKWY
2017-02-17,Organ Pipe Cactus National Monument,Undetermined,Male,Illegal Activity,Unknown,,,,ORPI,Organ Pipe Cactus National Monument,undetermined,undetermined,2,2017,64496.0,45485.0,ORPI,Organ Pipe Cactus NM
2017-02-23,Natchez Trace Parkway,Suicide,Male,Suicide,15-24,15.0,24.0,19.5,NATR,Natchez Trace Parkway,intentional,suicide,2,2017,742830.0,488458.0,NATR,Natchez Trace PKWY
2017-02-26,Golden Gate National Recreation Area,Suicide,Male,Suicide,35-44,35.0,44.0,39.5,GOGA,Golden Gate National Recreation Area,intentional,suicide,2,2017,0.0,1136411.0,GOGA,Golden Gate NRA
2017-03-03,Zion National Park,Fall,Male,Hiking,45-54,45.0,54.0,49.5,ZION,Zion National Park,unintentional,fall,3,2017,1860.0,345476.0,ZION,Zion NP
2017-03-05,Yosemite National Park,Environmental,Female,Sitting,15-24,15.0,24.0,19.5,YOSE,Yosemite National Park,unintentional,falling tree/branch,3,2017,6726.0,166793.0,YOSE,Yosemite NP
2017-03-06,Independence National Historical Park,Medical - Not during physical activity,Female,Sitting,45-54,45.0,54.0,49.5,INDE,Independence National Historical Park,medical,medical - not during physical activity,3,2017,0.0,313947.0,INDE,Independence NHP
2017-03-09,Suitland,Motor Vehicle Crash,Male,Driving,0-14,0.0,14.0,7.0,NACE,,unintentional,motor vehicle crash,3,2017,,,,
2017-03-09,Suitland,Motor Vehicle Crash,Female,Driving,15-24,15.0,24.0,19.5,NACE,,unintentional,motor vehicle crash,3,2017,,,,
2017-03-09,Golden Gate National Recreation Area,Suicide,Male,Suicide,45-54,45.0,54.0,49.5,GOGA,Golden Gate National Recreation Area,intentional,suicide,3,2017,0.0,1252699.0,GOGA,Golden Gate NRA
2017-03-10,Organ Pipe Cactus National Monument,Undetermined,Male,Illegal Activity,Unknown,,,,ORPI,Organ Pipe Cactus National Monument,undetermined,undetermined,3,2017,111047.0,34002.0,ORPI,Organ Pipe Cactus NM
2017-03-14,Grand Canyon National Park,Fall,Male,Photographing,25-34,25.0,34.0,29.5,GRCA,Grand Canyon National Park,unintentional,fall,3,2017,2150.0,502739.0,GRCA,Grand Canyon NP
2017-03-14,Yosemite National Park,Medical - During physical activity,Male,Hiking,45-54,45.0,54.0,49.5,YOSE,Yosemite National Park,medical,medical - during physical activity,3,2017,6726.0,166793.0,YOSE,Yosemite NP
2017-03-15,Golden Gate National Recreation Area,Suicide,Male,Suicide,45-54,45.0,54.0,49.5,GOGA,Golden Gate National Recreation Area,intentional,suicide,3,2017,0.0,1252699.0,GOGA,Golden Gate NRA
2017-03-17,Lake Mead National Recreation Area,Motor Vehicle Crash,Male,Driving,15-24,15.0,24.0,19.5,LAKE,Lake Mead National Recreation Area,unintentional,motor vehicle crash,3,2017,21633.0,596445.0,LAKE,Lake Mead NRA
2017-03-18,Rocky Mountain National Park,Fall,Male,Hiking,35-44,35.0,44.0,39.5,ROMO,Rocky Mountain National Park,unintentional,fall,3,2017,80.0,145110.0,ROMO,Rocky Mountain NP
2017-03-18,Mammoth Cave National Park,Medical - During physical activity,Male,Hiking,45-54,45.0,54.0,49.5,MACA,Mammoth Cave National Park,medical,medical - during physical activity,3,2017,10773.0,45290.0,MACA,Mammoth Cave NP
2017-03-21,Lake Mead National Recreation Area,Motor Vehicle Crash,Male,Driving,55-64,55.0,64.0,59.5,LAKE,Lake Mead National Recreation Area,unintentional,motor vehicle crash,3,2017,21633.0,596445.0,LAKE,Lake Mead NRA
2017-03-21,Lake Mead National Recreation Area,Motor Vehicle Crash,Male,Driving,65+,65.0,,,LAKE,Lake Mead National Recreation Area,unintentional,motor vehicle crash,3,2017,21633.0,596445.0,LAKE,Lake Mead NRA
2017-03-23,Cuyahoga Valley National Park,Undetermined,Male,Not Reported,55-64,55.0,64.0,59.5,CUVA,Cuyahoga Valley National Park,undetermined,undetermined,3,2017,0.0,110435.0,CUVA,Cuyahoga Valley NP
2017-03-25,Joshua Tree National Park,Fall,Male,Climbing,25-34,25.0,34.0,29.5,JOTR,Joshua Tree National Park,unintentional,fall,3,2017,1507.0,404545.0,JOTR,Joshua Tree NP
2017-03-25,Natchez Trace Parkway,Motor Vehicle Crash,Female,Driving,0-14,0.0,14.0,7.0,NATR,Natchez Trace Parkway,unintentional,motor vehicle crash,3,2017,741914.0,554127.0,NATR,Natchez Trace PKWY
2017-03-25,Natchez Trace Parkway,Motor Vehicle Crash,Male,Driving,65+,65.0,,,NATR,Natchez Trace Parkway,unintentional,motor vehicle crash,3,2017,741914.0,554127.0,NATR,Natchez Trace PKWY
2017-03-26,Chesapeake & Ohio Canal National Historical Park,Suicide,Female,Suicide,15-24,15.0,24.0,19.5,CHOH,Chesapeake & Ohio Canal National Historical Park,intentional,suicide,3,2017,990.0,273367.0,CHOH,Chesapeake & Ohio Canal NHP
2017-03-27,Great Falls Park,Suicide,Female,Suicide,Unknown,,,,GRFA,Great Falls Park,intentional,suicide,3,2017,,,,
2017-03-27,Gateway National Recreation Area,Undetermined,Male,Not Reported,Unknown,,,,GATE,Gateway National Recreation Area,undetermined,undetermined,3,2017,138009.0,605376.0,GATE,Gateway NRA
2017-04-03,Point Reyes National Seashore,Drowning,Male,Vessel Related,45-54,45.0,54.0,49.5,PORE,Point Reyes National Seashore,unintentional,drowning,4,2017,2149.0,257158.0,PORE,Point Reyes NS
2017-04-03,Yosemite National Park,Medical - Not during physical activity,Male,Driving,65+,65.0,,,YOSE,Yosemite National Park,medical,medical - not during physical activity,4,2017,12601.0,302553.0,YOSE,Yosemite NP
2017-04-07,Wilson'S Creek National Battlefield,Motor Vehicle Crash,Male,Driving,45-54,45.0,54.0,49.5,WICR,,unintentional,motor vehicle crash,4,2017,0.0,17476.0,WICR,Wilson's Creek NB
2017-04-07,Wilson'S Creek National Battlefield,Motor Vehicle Crash,Female,Driving,65+,65.0,,,WICR,,unintentional,motor vehicle crash,4,2017,0.0,17476.0,WICR,Wilson's Creek NB
2017-04-08,Bryce Canyon National Park,Medical - During physical activity,Male,Hiking,55-64,55.0,64.0,59.5,BRCA,Bryce Canyon National Park,medical,medical - during physical activity,4,2017,34030.0,153242.0,BRCA,Bryce Canyon NP
2017-04-08,Great Falls Park,Undetermined,Male,Not Reported,15-24,15.0,24.0,19.5,GRFA,Great Falls Park,undetermined,undetermined,4,2017,,,,
2017-04-10,Cape Hatteras National Seashore,Suicide,Male,Suicide,25-34,25.0,34.0,29.5,CAHA,Cape Hatteras National Seashore,intentional,suicide,4,2017,8282.0,196460.0,CAHA,Cape Hatteras NS
2017-04-13,Presidio Of San Francisco,Medical - Unknown,Male,Not Reported,65+,65.0,,,PRSF,,medical,medical - unknown,4,2017,,,,
2017-04-15,Grand Canyon National Park,Drowning,Male,Crossing River,0-14,0.0,14.0,7.0,GRCA,Grand Canyon National Park,unintentional,drowning,4,2017,1893.0,590006.0,GRCA,Grand Canyon NP
2017-04-15,Grand Canyon National Park,Drowning,Female,Crossing River,55-64,55.0,64.0,59.5,GRCA,Grand Canyon National Park,unintentional,drowning,4,2017,1893.0,590006.0,GRCA,Grand Canyon NP
2017-04-15,Wilson'S Creek National Battlefield,Motor Vehicle Crash,Female,Driving,25-34,25.0,34.0,29.5,WICR,,unintentional,motor vehicle crash,4,2017,0.0,17476.0,WICR,Wilson's Creek NB
2017-04-15,Wilson'S Creek National Battlefield,Motor Vehicle Crash,Male,Driving,35-44,35.0,44.0,39.5,WICR,,unintentional,motor vehicle crash,4,2017,0.0,17476.0,WICR,Wilson's Creek NB
2017-04-17,Sequoia & Kings Canyon National Parks,Medical - Not during physical activity,Male,Sitting,35-44,35.0,44.0,39.5,SEKI,Sequoia & Kings Canyon National Parks,medical,medical - not during physical activity,4,2017,,,,
2017-04-19,Golden Gate National Recreation Area,Drowning,Male,Vessel Related,55-64,55.0,64.0,59.5,GOGA,Golden Gate National Recreation Area,unintentional,drowning,4,2017,0.0,1274929.0,GOGA,Golden Gate NRA
2017-04-21,Sequoia & Kings Canyon National Parks,Fall,Male,Climbing,25-34,25.0,34.0,29.5,SEKI,Sequoia & Kings Canyon National Parks,unintentional,fall,4,2017,,,,
2017-04-21,Harpers Ferry National Historical Park,Suicide,Male,Suicide,Unknown,,,,HAFE,Harpers Ferry National Historical Park,intentional,suicide,4,2017,0.0,39876.0,HAFE,Harpers Ferry NHP
2017-04-22,Sequoia & Kings Canyon National Parks,Fall,Female,Hiking,15-24,15.0,24.0,19.5,SEKI,Sequoia & Kings Canyon National Parks,unintentional,fall,4,2017,,,,
2017-04-23,Grand Canyon National Park,Drowning,Male,Vessel Related,65+,65.0,,,GRCA,Grand Canyon National Park,unintentional,drowning,4,2017,1893.0,590006.0,GRCA,Grand Canyon NP
2017-04-24,Rock Creek Park,Undetermined,Female,Not Reported,Unknown,,,,ROCR,Rock Creek Park,undetermined,undetermined,4,2017,1015607.0,195957.0,ROCR,Rock Creek Park
2017-04-26,Buffalo National River,Drowning,Male,Vessel Related,65+,65.0,,,BUFF,Buffalo National River,unintentional,drowning,4,2017,0.0,118447.0,BUFF,Buffalo NR
2017-04-26,Organ Pipe Cactus National Monument,Undetermined,Male,Illegal Activity,Unknown,,,,ORPI,Organ Pipe Cactus National Monument,undetermined,undetermined,4,2017,98391.0,21775.0,ORPI,Organ Pipe Cactus NM
2017-04-28,Gulf Islands National Seashore,Drowning,Male,Swimming,65+,65.0,,,GUIS,Gulf Islands National Seashore,unintentional,drowning,4,2017,9622.0,399886.0,GUIS,Gulf Islands NS
2017-04-28,Virgin Islands National Park,Motor Vehicle Crash,Male,Driving,35-44,35.0,44.0,39.5,VIIS,Virgin Islands National Park,unintentional,motor vehicle crash,4,2017,23437.0,36005.0,VIIS,Virgin Islands NP
2017-04-29,Blue Ridge Parkway,Motor Vehicle Crash,Male,Driving,55-64,55.0,64.0,59.5,BLRI,Blue Ridge Parkway,unintentional,motor vehicle crash,4,2017,161855.0,1208278.0,BLRI,Blue Ridge PKWY
2017-04-30,Sequoia & Kings Canyon National Parks,Fall,Male,Diving (Land),15-24,15.0,24.0,19.5,SEKI,Sequoia & Kings Canyon National Parks,unintentional,fall,4,2017,,,,
2017-05-01,Grand Canyon National Park,Medical - Not during physical activity,Male,Sleeping,35-44,35.0,44.0,39.5,GRCA,Grand Canyon National Park,medical,medical - not during physical activity,5,2017,2350.0,606247.0,GRCA,Grand Canyon NP
2017-05-01,Golden Gate National Recreation Area,Undetermined,Male,Not Reported,Unknown,,,,GOGA,Golden Gate National Recreation Area,undetermined,undetermined,5,2017,0.0,1254190.0,GOGA,Golden Gate NRA
2017-05-02,Lake Mead National Recreation Area,Homicide,Male,Homicide,55-64,55.0,64.0,59.5,LAKE,Lake Mead National Recreation Area,intentional,homicide,5,2017,23001.0,634163.0,LAKE,Lake Mead NRA
2017-05-02,Shenandoah National Park,Suicide,Male,Suicide,35-44,35.0,44.0,39.5,SHEN,Shenandoah National Park,intentional,suicide,5,2017,1414.0,136232.0,SHEN,Shenandoah NP
2017-05-03,Gateway National Recreation Area,Suicide,Male,Suicide,45-54,45.0,54.0,49.5,GATE,Gateway National Recreation Area,intentional,suicide,5,2017,168316.0,778518.0,GATE,Gateway NRA
2017-05-03,Yosemite National Park,Undetermined,Male,Hiking,15-24,15.0,24.0,19.5,YOSE,Yosemite National Park,undetermined,undetermined,5,2017,18901.0,471844.0,YOSE,Yosemite NP
2017-05-05,Lake Mead National Recreation Area,Drowning,Male,Swimming,15-24,15.0,24.0,19.5,LAKE,Lake Mead National Recreation Area,unintentional,drowning,5,2017,23001.0,634163.0,LAKE,Lake Mead NRA
2017-05-06,Lake Mead National Recreation Area,Drowning,Male,Swimming,15-24,15.0,24.0,19.5,LAKE,Lake Mead National Recreation Area,unintentional,drowning,5,2017,23001.0,634163.0,LAKE,Lake Mead NRA
2017-05-06,Fredericksburg & Spotsylvania National Military Park,Motor Vehicle Crash,Male,Driving,55-64,55.0,64.0,59.5,FRSP,Fredericksburg & Spotsylvania National Military Park,unintentional,motor vehicle crash,5,2017,91616.0,86880.0,FRSP,Fredericksburg & Spotsylvania NMP
2017-05-06,Organ Pipe Cactus National Monument,Undetermined,Male,Illegal Activity,Unknown,,,,ORPI,Organ Pipe Cactus National Monument,undetermined,undetermined,5,2017,104054.0,13673.0,ORPI,Organ Pipe Cactus NM
2017-05-06,Yosemite National Park,Undetermined,Male,Not Reported,25-34,25.0,34.0,29.5,YOSE,Yosemite National Park,undetermined,undetermined,5,2017,18901.0,471844.0,YOSE,Yosemite NP
2017-05-07,Baltimore-Washington Parkway,Motor Vehicle Crash,Male,Driving,15-24,15.0,24.0,19.5,BAWA,Baltimore-Washington Parkway,unintentional,motor vehicle crash,5,2017,,,,
2017-05-07,Death Valley National Park,Motor Vehicle Crash,Male,Driving,55-64,55.0,64.0,59.5,DEVA,Death Valley National Park,unintentional,motor vehicle crash,5,2017,3625.0,105660.0,DEVA,Death Valley NP
2017-05-07,Glen Canyon National Recreation Area,Suicide,Male,Suicide,25-34,25.0,34.0,29.5,GLCA,Glen Canyon National Recreation Area,intentional,suicide,5,2017,4650.0,448365.0,GLCA,Glen Canyon NRA
2017-05-09,Great Sand Dunes National Park & Preserve,Environmental,Male,Hiking,45-54,45.0,54.0,49.5,GRSA,Great Sand Dunes National Park & Preserve,unintentional,hypothermia,5,2017,45.0,67737.0,GRSA,Great Sand Dunes NP & PRES
2017-05-09,Morristown National Historical Park,Undetermined,Male,Camping,45-54,45.0,54.0,49.5,MORR,Morristown National Historical Park,undetermined,undetermined,5,2017,0.0,22881.0,MORR,Morristown NHP
2017-05-11,New River Gorge National River,Suicide,Male,Suicide,15-24,15.0,24.0,19.5,NERI,,intentional,suicide,5,2017,200.0,116762.0,NERI,New River Gorge NP & PRES
2017-05-13,Natchez Trace Parkway,Motor Vehicle Crash,Male,Driving,35-44,35.0,44.0,39.5,NATR,Natchez Trace Parkway,unintentional,motor vehicle crash,5,2017,754017.0,551306.0,NATR,Natchez Trace PKWY
2017-05-15,Suitland,Motor Vehicle Crash,Male,Driving,15-24,15.0,24.0,19.5,NACE,,unintentional,motor vehicle crash,5,2017,,,,
2017-05-15,Suitland,Motor Vehicle Crash,Female,Driving,15-24,15.0,24.0,19.5,NACE,,unintentional,motor vehicle crash,5,2017,,,,
2017-05-15,Suitland,Motor Vehicle Crash,Male,Driving,15-24,15.0,24.0,19.5,NACE,,unintentional,motor vehicle crash,5,2017,,,,
2017-05-15,Natchez Trace Parkway,Suicide,Male,Suicide,65+,65.0,,,NATR,Natchez Trace Parkway,intentional,suicide,5,2017,754017.0,551306.0,NATR,Natchez Trace PKWY
